total,species_a,species_b,n,m,potential_energy,potential_energy_per_atom,formation_energy_per_atom,strain_tension_per_a_atom,strain_compression_per_b_atom,interface_energy
21,Si,Ge,14,7,-906.1479508420811,-5.393737802631435,0.007645452016162952,0.01764071730027033,0.013762618519703349,-1.4620310360190842
21,Si,Ge,15,6,-912.6890931778127,-5.432673173677456,0.007809767631852387,0.01764071730026823,0.013762618519703432,-1.465450802827604
21,Si,Ge,16,5,-919.2302355135428,-5.471608544723469,0.00797408324755062,0.01764071730026817,0.013762618519704261,-1.4688705696348734
21,Si,Ge,17,4,-925.7713778493003,-5.510543915769644,0.008138398863085598,0.01764071730026561,0.01376261851970284,-1.4722903364690865
21,Si,Ge,18,3,-932.3125283652496,-5.549479335507438,0.00830266578700281,0.017640717300264126,0.013762618519703432,-1.4757182834952118
21,Si,Ge,19,2,-938.8536806077376,-5.588414765522248,0.008466922433904636,0.017640717300263543,0.01376261851970284,-1.4791479570602633
21,Si,Ge,20,1,-945.3952718487581,-5.62735280862356,0.008628565994303136,0.01764071730026231,0.01376261851970284,-1.4830166291575324
22,Si,Ge,1,21,-859.8970941328447,-4.885778943936618,0.005531125624114902,0.017640717300271724,0.01376261851970301,-1.479767539869158
22,Si,Ge,2,20,-866.4381135994163,-4.92294382726941,0.005688670468409576,0.017640717300272613,0.01376261851970284,-1.4830644375175552
22,Si,Ge,3,19,-872.9792814655422,-4.960109553781489,0.005845372133418503,0.017640717300273206,0.013762618519703401,-1.486509734720471
22,Si,Ge,4,18,-879.5204211092062,-4.997275119938672,0.00600223415332447,0.017640717300271724,0.013762618519704025,-1.489926809461167
22,Si,Ge,5,17,-886.0615634433456,-5.034440701382645,0.006159080886437674,0.017640717300272966,0.013762618519703885,-1.493346574677389
22,Si,Ge,6,16,-892.602705779069,-5.071606282835619,0.006315927610551533,0.01764071730027202,0.01376261851970284,-1.4967663414776098
22,Si,Ge,7,15,-899.1438481147961,-5.108771864288614,0.0064727743346447205,0.01764071730027236,0.013762618519702603,-1.5001861082815822
22,Si,Ge,8,14,-905.6849904505267,-5.145937445741629,0.006629621058717238,0.017640717300271724,0.013762618519703349,-1.5036058750890788
22,Si,Ge,9,13,-912.226132786258,-5.183103027194647,0.006786467782786526,0.01764071730027202,0.013762618519703115,-1.5070256418973713
22,Si,Ge,10,12,-918.7672751219891,-5.2202686086476655,0.0069433145068564595,0.01764071730027226,0.013762618519703432,-1.5104454087060049
22,Si,Ge,11,11,-925.3084174577206,-5.257434190100685,0.007100161230924455,0.01764071730027245,0.013762618519703163,-1.5138651755148658
22,Si,Ge,12,10,-931.849559793452,-5.294599771553705,0.007257007954992451,0.01764071730027202,0.013762618519704261,-1.5172849423238404
22,Si,Ge,13,9,-938.390702129183,-5.3317653530067215,0.007413854679063353,0.017640717300272748,0.013762618519704025,-1.5207047091321328
22,Si,Ge,14,8,-944.9318444649148,-5.368930934459743,0.0075707014031297344,0.01764071730027033,0.013762618519703729,-1.5241244759411074
22,Si,Ge,15,7,-951.4729868006464,-5.406096515912764,0.007727548127196762,0.01764071730026823,0.013762618519703349,-1.5275442427498547
22,Si,Ge,16,6,-958.014129136378,-5.443262097365784,0.00788439485126395,0.01764071730026817,0.013762618519703432,-1.5309640095584882
22,Si,Ge,17,5,-964.5552714721081,-5.480427678818796,0.008041241575339536,0.01764071730026561,0.013762618519704261,-1.5343837763654165
22,Si,Ge,18,4,-971.0964138078656,-5.517593260271964,0.008198088299259287,0.017640717300264126,0.01376261851970284,-1.5378035431996295
22,Si,Ge,19,3,-977.6375643238148,-5.5547588882034935,0.008354888544817918,0.017640717300263543,0.013762618519703432,-1.5412314902259823
22,Si,Ge,20,2,-984.1787165663029,-5.591924525944903,0.008511678980495641,0.01764071730026231,0.01376261851970284,-1.54466116379092
22,Si,Ge,21,1,-990.7203078073234,-5.629092657996155,0.008665975106330574,0.01764071730026187,0.01376261851970284,-1.5485298358884165
23,Si,Ge,1,22,-898.6809877556784,-4.8841358030199915,0.005551552272171865,0.017640717300271724,0.013762618519703163,-1.541860979791636
23,Si,Ge,2,21,-905.22200722225,-4.919684821860054,0.005702247340628258,0.017640717300272613,0.01376261851970301,-1.5451578774400332
23,Si,Ge,3,20,-911.7631750883759,-4.955234647219434,0.0058521358897672335,0.017640717300273206,0.01376261851970284,-1.5486031746427216
23,Si,Ge,4,19,-918.3043147320398,-4.9907843191958685,0.006002177821851201,0.017640717300271724,0.013762618519703401,-1.5520202493835313
23,Si,Ge,5,18,-924.8454570661793,-5.026334005794452,0.00615220513178557,0.017640717300272966,0.013762618519704025,-1.555440014599867
23,Si,Ge,6,17,-931.3865994019026,-5.061883692401644,0.00630223243311187,0.01764071730027202,0.013762618519703885,-1.558859781399974
23,Si,Ge,7,16,-937.9277417376298,-5.097433379008858,0.006452259734417779,0.01764071730027236,0.01376261851970284,-1.5622795482040601
23,Si,Ge,8,15,-944.4688840733605,-5.13298306561609,0.006602287035704535,0.017640717300271724,0.013762618519702603,-1.5656993150116705
23,Si,Ge,9,14,-951.0100264090914,-5.168532752223323,0.006752314336989437,0.01764071730027202,0.013762618519703349,-1.5691190818193945
23,Si,Ge,10,13,-957.551168744823,-5.20408243883056,0.006902341638271559,0.01764071730027226,0.013762618519703115,-1.5725388486281417
23,Si,Ge,11,12,-964.0923110805542,-5.239632125437795,0.0070523689395558435,0.01764071730027245,0.013762618519703432,-1.5759586154367753
23,Si,Ge,12,11,-970.6334534162858,-5.275181812045031,0.007202396240837347,0.01764071730027202,0.013762618519703163,-1.57937838224575
23,Si,Ge,13,10,-977.1745957520169,-5.310731498652266,0.007352423542121632,0.017640717300272748,0.013762618519704261,-1.5827981490543834
23,Si,Ge,14,9,-983.7157380877486,-5.346281185259503,0.0075024508434031354,0.01764071730027033,0.013762618519704025,-1.5862179158632443
23,Si,Ge,15,8,-990.2568804234802,-5.3818308718667405,0.00765247814468464,0.01764071730026823,0.013762618519703729,-1.5896376826719916
23,Si,Ge,16,7,-996.7980227592117,-5.417380558473977,0.007802505445966762,0.01764071730026817,0.013762618519703349,-1.593057449480625
23,Si,Ge,17,6,-1003.3391650949433,-5.452930245081213,0.00795253274724842,0.01764071730026561,0.013762618519703432,-1.5964772162890313
23,Si,Ge,18,5,-1009.8803074306734,-5.488479931688443,0.008102560048538111,0.017640717300264126,0.013762618519704261,-1.5998969830959595
23,Si,Ge,19,4,-1016.4214497664309,-5.52402961829582,0.00825258734967936,0.017640717300263543,0.01376261851970284,-1.6033167499306273
23,Si,Ge,20,3,-1022.9626002823802,-5.559579349360762,0.008402570193255946,0.01764071730026231,0.013762618519703432,-1.6067446969567527
23,Si,Ge,21,2,-1029.5037525248683,-5.595129089809067,0.00855254365346942,0.01764071730026187,0.01376261851970284,-1.6101743705219178
23,Si,Ge,22,1,-1036.0453437658887,-5.63068121611896,0.008700131252095374,0.01764071730026147,0.01376261851970284,-1.614043042619187
24,Si,Ge,1,23,-937.464881378512,-4.882629590513083,0.0055702766995586,0.017640717300271724,0.013762618519702686,-1.6039544197140003
24,Si,Ge,2,22,-944.0059008450837,-4.916697400234811,0.005714692806827533,0.017640717300272613,0.013762618519703163,-1.6072513173625111
24,Si,Ge,3,21,-950.5470687112096,-4.950765982870883,0.005858335999752977,0.017640717300273206,0.01376261851970301,-1.6106966145651995
24,Si,Ge,4,20,-957.0882083548735,-4.984834418514966,0.006002126184667371,0.017640717300271724,0.01376261851970284,-1.6141136893060093
24,Si,Ge,5,19,-963.629350689013,-5.018902868171943,0.006145902356687216,0.017640717300272966,0.013762618519703401,-1.617533454522345
24,Si,Ge,6,18,-970.1704930247364,-5.0529713178371685,0.006289678520458253,0.01764071730027202,0.013762618519704025,-1.6209532213225657
24,Si,Ge,7,17,-976.7116353604636,-5.087039767502414,0.0064334546842097495,0.01764071730027236,0.013762618519703885,-1.624372988126538
24,Si,Ge,8,16,-983.2527776961942,-5.121108217167678,0.00657723084794289,0.017640717300271724,0.01376261851970284,-1.6277927549341484
24,Si,Ge,9,15,-989.7939200319255,-5.155176666832945,0.006721007011673071,0.01764071730027202,0.013762618519702603,-1.6312125217422135
24,Si,Ge,10,14,-996.3350623676564,-5.189245116498211,0.0068647831754050275,0.01764071730027226,0.013762618519703349,-1.6346322885500513
24,Si,Ge,11,13,-1002.8762047033879,-5.223313566163479,0.007008559339134024,0.01764071730027245,0.013762618519703115,-1.6380520553586848
24,Si,Ge,12,12,-1009.4173470391192,-5.257382015828746,0.007152335502863316,0.01764071730027202,0.013762618519703432,-1.6414718221675457
24,Si,Ge,13,11,-1015.9584893748507,-5.291450465494014,0.007296111666592016,0.017640717300272748,0.013762618519703163,-1.6448915889764066
24,Si,Ge,14,10,-1022.4996317105824,-5.325518915159283,0.00743988783032042,0.01764071730027033,0.013762618519704261,-1.6483113557853812
24,Si,Ge,15,9,-1029.040774046314,-5.359587364824552,0.007583663994048528,0.01764071730026823,0.013762618519704025,-1.6517311225941285
24,Si,Ge,16,8,-1035.5819163820454,-5.3936558144898195,0.007727440157777821,0.01764071730026817,0.013762618519703729,-1.6551508894026483
24,Si,Ge,17,7,-1042.123058717777,-5.4277242641550885,0.007871216321505928,0.01764071730026561,0.013762618519703349,-1.6585706562111682
24,Si,Ge,18,6,-1048.6642010535086,-5.4617927138203575,0.008014992485234185,0.017640717300264126,0.013762618519703432,-1.661990423019688
24,Si,Ge,19,5,-1055.2053433892388,-5.4958611634856185,0.008158768648970138,0.017640717300263543,0.013762618519704261,-1.665410189827071
24,Si,Ge,20,4,-1061.7464857249963,-5.5299296131510225,0.008302544812563243,0.01764071730026231,0.01376261851970284,-1.668829956661284
24,Si,Ge,21,3,-1068.2876362409454,-5.56399810542159,0.008446278370991989,0.01764071730026187,0.013762618519703432,-1.6722579036875231
24,Si,Ge,22,2,-1074.8287884834335,-5.59806660668455,0.008590002937030494,0.01764071730026147,0.01376261851970284,-1.6756875772525746
24,Si,Ge,23,1,-1081.3703797244539,-5.632137394398197,0.008731441052379774,0.017640717300260487,0.01376261851970284,-1.6795562493498437
25,Si,Ge,1,24,-976.2487750013457,-4.881243875006729,0.0055875031727532585,0.017640717300271724,0.013762618519702249,-1.6660478596363646
25,Si,Ge,2,23,-982.7897944679173,-4.913948972339586,0.005726142635732572,0.017640717300272613,0.013762618519702686,-1.6693447572848754
25,Si,Ge,3,22,-989.3309623340433,-4.946654811670217,0.00586404010093986,0.017640717300273206,0.013762618519703163,-1.6727900544876775
25,Si,Ge,4,21,-995.8721019777072,-4.979360509888536,0.006002078678457678,0.017640717300271724,0.01376261851970301,-1.6762071292284872
25,Si,Ge,5,20,-1002.4132443118467,-5.012066221559234,0.006140103803597299,0.017640717300272966,0.01376261851970284,-1.6796268944447093
25,Si,Ge,6,19,-1008.95438664757,-5.0447719332378504,0.006278128920817494,0.01764071730027202,0.013762618519703401,-1.68304666124493
25,Si,Ge,7,18,-1015.4955289832972,-5.077477644916486,0.006416154038019499,0.01764071730027236,0.013762618519704025,-1.6864664280489023
25,Si,Ge,8,17,-1022.0366713190278,-5.110183356595139,0.006554179155202746,0.017640717300271724,0.013762618519703885,-1.6898861948565127
25,Si,Ge,9,16,-1028.5778136547592,-5.142889068273796,0.006692204272383151,0.01764071730027202,0.01376261851970284,-1.6933059616646915
25,Si,Ge,10,15,-1035.1189559904903,-5.175594779952451,0.006830229389564692,0.01764071730027226,0.013762618519702603,-1.6967257284727566
25,Si,Ge,11,14,-1041.6600983262217,-5.208300491631109,0.006968254506745097,0.01764071730027245,0.013762618519703349,-1.700145495281049
25,Si,Ge,12,13,-1048.2012406619535,-5.241006203309768,0.007106279623923228,0.01764071730027202,0.013762618519703115,-1.7035652620900237
25,Si,Ge,13,12,-1054.7423829976844,-5.273711914988422,0.007244304741105623,0.017640717300272748,0.013762618519703432,-1.7069850288983162
25,Si,Ge,14,11,-1061.2835253334163,-5.3064176266670815,0.0073823298582840376,0.01764071730027033,0.013762618519703163,-1.7104047957075181
25,Si,Ge,15,10,-1067.8246676691476,-5.339123338345738,0.007520354975464443,0.01764071730026823,0.013762618519704261,-1.713824562516038
25,Si,Ge,16,9,-1074.3658100048792,-5.371829050024396,0.007658380092643426,0.01764071730026817,0.013762618519704025,-1.7172443293247852
25,Si,Ge,17,8,-1080.9069523406108,-5.404534761703054,0.0077964052098224105,0.01764071730026561,0.013762618519703729,-1.720664096133305
25,Si,Ge,18,7,-1087.4480946763422,-5.437240473381711,0.00793443032700253,0.017640717300264126,0.013762618519703349,-1.724083862941825
25,Si,Ge,19,6,-1093.989237012074,-5.46994618506037,0.008072455444181089,0.017640717300263543,0.013762618519703432,-1.7275036297507995
25,Si,Ge,20,5,-1100.530379347804,-5.50265189673902,0.008210480561368172,0.01764071730026231,0.013762618519704261,-1.7309233965575004
25,Si,Ge,21,4,-1107.0715216835615,-5.535357608417808,0.008348505678417552,0.01764071730026187,0.01376261851970284,-1.7343431633921682
25,Si,Ge,22,3,-1113.6126721995108,-5.568063360997554,0.00848648989450858,0.01764071730026147,0.013762618519703432,-1.7377711104184073
25,Si,Ge,23,2,-1120.153824441999,-5.600769122209995,0.008624465477904977,0.017640717300260487,0.01376261851970284,-1.7412007839832313
25,Si,Ge,24,1,-1126.6954156830193,-5.633477078415097,0.008760246068640285,0.017640717300258995,0.01376261851970284,-1.7450694560807278
